Id,Klongrösse,Honigbiene,Hummeln,AvgTempHoch,AvgTief,Regentage,Fruchtansatz,Fruchtmasse,Samen,Ertrag
102,12.5,0.25,0.25,26.11111111111111,13.277777777777779,1.0,0.590337413,0.493533938,41.17642111,7.301106216
760,20.0,0.0,0.202,22.16666666666667,10.444444444444443,3.77,0.492759727,0.443519907,35.31195693,5.718408168
294,12.5,0.25,0.25,26.11111111111111,13.277777777777779,1.0,0.603371908,0.500653697,42.13153821,7.675963523
437,12.5,0.25,0.38,26.11111111111111,13.277777777777779,16.0,0.627442488,0.519045161,44.39094402,8.254126537
453,12.5,0.25,0.38,26.11111111111111,13.277777777777779,16.0,0.608339742,0.504233755,42.48595317,7.616705992
212,12.5,0.25,0.25,22.16666666666667,10.444444444444443,1.0,0.610321439,0.504532158,42.48753914,7.793442057999999
362,12.5,0.25,0.38,26.11111111111111,13.277777777777779,34.0,0.424394344,0.412450296,31.88184658,4.4800699999999996
66,12.5,0.25,0.25,14.555555555555555,5.1111111111111125,34.0,0.406644523,0.38126925,30.057704,4.247508926
147,12.5,0.25,0.25,22.16666666666667,10.444444444444443,16.0,0.553729922,0.471249919,38.53456885,6.683200614
386,12.5,0.25,0.38,14.555555555555555,5.1111111111111125,34.0,0.506987743,0.434349356,35.8744954,6.060283822000001
190,12.5,0.25,0.25,14.555555555555555,5.1111111111111125,1.0,0.538593399,0.44549439,37.4186977,7.013002812
84,12.5,0.25,0.25,22.16666666666667,10.444444444444443,1.0,0.599956822,0.497916665,41.71941614,7.660886044
242,12.5,0.25,0.25,14.555555555555555,5.1111111111111125,34.0,0.46555863,0.409033913,32.9240208,5.322840434
534,25.0,0.5,0.25,18.166666666666668,7.666666666666665,34.0,0.473458531,0.437681481,34.72483444,5.439421502999999
479,25.0,0.5,0.25,26.11111111111111,13.277777777777779,24.0,0.364564858,0.391617371,29.90851804,3.723523376
155,12.5,0.25,0.25,18.166666666666668,7.666666666666665,16.0,0.572725923,0.479866804,39.46947609,7.024748359
75,12.5,0.25,0.25,18.166666666666668,7.666666666666665,16.0,0.567975637,0.480580564,39.64161958,7.016893850000001
384,12.5,0.25,0.38,18.166666666666668,7.666666666666665,34.0,0.596551315,0.498475898,41.78212739,7.521714355
602,25.0,0.5,0.25,22.16666666666667,10.444444444444443,1.0,0.523845567,0.460305334,37.27729673,6.521291119000001
100,12.5,0.25,0.25,22.16666666666667,10.444444444444443,1.0,0.626280739,0.516666897,43.97488159,8.263289742000001
649,25.0,0.5,0.38,22.16666666666667,10.444444444444443,16.0,0.525063322,0.461903766,37.52274536,6.235452776
289,12.5,0.25,0.25,14.555555555555555,5.1111111111111125,24.0,0.511750776,0.427683045,35.17991165,6.461670874999999
313,12.5,0.25,0.25,26.11111111111111,13.277777777777779,24.0,0.455384537,0.424311942,33.31223192,5.192883148
101,12.5,0.25,0.25,26.11111111111111,13.277777777777779,16.0,0.572046486,0.482423774,39.85662538,6.960107506
399,12.5,0.25,0.38,18.166666666666668,7.666666666666665,24.0,0.612222602,0.506852617,42.78112742,7.9690257529999995
303,12.5,0.25,0.25,18.166666666666668,7.666666666666665,24.0,0.581744319,0.485989695,40.23598632,7.206901955999999
646,25.0,0.5,0.25,18.166666666666668,7.666666666666665,34.0,0.485548321,0.440675594,35.02172542,5.531351743
765,20.0,18.43,0.042,22.16666666666667,10.444444444444443,3.77,0.55788532,0.377596581,28.55641695,6.276410544
449,12.5,0.25,0.38,14.555555555555555,5.1111111111111125,24.0,0.571610169,0.468338919,39.41382075,7.381379396000001
415,12.5,0.25,0.38,18.166666666666668,7.666666666666665,24.0,0.594836828,0.495912854,41.44744954,7.441509419
245,12.5,0.25,0.25,26.11111111111111,13.277777777777779,16.0,0.595052932,0.494864674,41.36494454,7.483736315
367,12.5,0.25,0.38,18.166666666666668,7.666666666666665,24.0,0.598814008,0.498585597,41.73066669,7.510790568
456,12.5,0.25,0.38,22.16666666666667,10.444444444444443,34.0,0.500058984,0.444690988,35.47352652,5.56652275
716,25.0,0.5,0.38,26.11111111111111,13.277777777777779,1.0,0.562619298,0.485752533,40.40291611,7.071833949
734,25.0,0.5,0.38,22.16666666666667,10.444444444444443,34.0,0.450102564,0.428771298,33.76469664,5.033685563
142,12.5,0.25,0.25,14.555555555555555,5.1111111111111125,1.0,0.532227877,0.444146829,36.88084855,6.569249674
584,25.0,0.5,0.25,14.555555555555555,5.1111111111111125,34.0,0.397461189,0.382602075,29.97539813,4.323930991
280,12.5,0.25,0.25,22.16666666666667,10.444444444444443,34.0,0.483249032,0.438630573,34.89995717,5.330369306
45,25.0,0.25,0.25,22.16666666666667,10.444444444444443,34.0,0.350992769,0.388632634,29.63179631,3.385364224
522,25.0,0.5,0.25,22.16666666666667,10.444444444444443,1.0,0.477940817,0.41827206,33.97729329,6.015224564
